case,k_pi,nh_from,nh_to,eta,delta_E,delta_Z,spectral_l1,rest_spectral_l1,recursion_l1,reference_certified
D,0.5,10,12,0.2,0.020369189154565426,0.0009674422424972746,0.4143260206065218,0.4174854349297552,2.2683784595680921e-07,False
D,0.5,12,14,0.05,0.004247172415819733,0.0002169712687654004,0.7137543910165093,0.7188190331927601,0.02080013155866945,False
D,0.5,12,14,0.025,0.004247172415819733,0.0002169712687654004,0.834578298371975,0.8401869277395229,0.13672091054447763,False
D,0.5,12,14,0.1,0.004247172415819733,0.0002169712687654004,0.5471232829582623,0.5510783848295764,0.0006261083917924863,False
D,0.5,12,14,0.2,0.004247172415819733,0.0002169712687654004,0.33139461578856183,0.33379599276037464,9.076445610346399e-07,False
D,0.5,14,16,0.05,0.0006213067374316594,3.445818626624832e-05,0.5941438395018926,0.5985980213489961,0.0011209313538494414,False
D,0.5,14,16,0.025,0.0006213067374316594,3.445818626624832e-05,0.7167415570633121,0.7221278711696844,0.028728066450266748,False
D,0.5,14,16,0.1,0.0006213067374316594,3.445818626624832e-05,0.43459191565177624,0.4377927335191182,2.687589505108415e-06,False
D,0.5,14,16,0.2,0.0006213067374316594,3.445818626624832e-05,0.24974068211433478,0.2515093703641258,3.469705945723337e-11,False
D,0.5,16,18,0.05,6.643186646648758e-05,3.938475545904076e-06,0.4422720306583058,0.44561920711724845,0.001663707411999823,False
D,0.5,16,18,0.025,6.643186646648758e-05,3.938475545904076e-06,0.5465545822804239,0.5507373740467745,0.03521458402059692,False
D,0.5,16,18,0.1,6.643186646648758e-05,3.938475545904076e-06,0.31562981832761744,0.3179614716714877,5.834702998079543e-06,False
D,0.5,16,18,0.2,6.643186646648758e-05,3.938475545904076e-06,0.17408916638242317,0.1753145358659058,1.6030230943058087e-10,False
D,0.5,18,20,0.05,5.444265289256123e-06,3.400261483488265e-07,0.30795420500167914,0.3102882805737918,6.291109641642642e-05,False
D,0.5,18,20,0.025,5.444265289256123e-06,3.400261483488265e-07,0.4079192917657101,0.4110495536354173,0.005927306713584186,False
D,0.5,18,20,0.1,5.444265289256123e-06,3.400261483488265e-07,0.21046303157314214,0.21201852073300262,1.4501422911833068e-08,False
D,0.5,18,20,0.2,5.444265289256123e-06,3.400261483488265e-07,0.11096977444015768,0.11175000198241826,7.51768771355463e-15,False
D,1.0,10,12,0.05,0.022101268429413068,0.00037660758796929017,0.6165951090471992,0.6176081985391706,0.023430296273672768,False
D,1.0,10,12,0.025,0.022101268429413068,0.00037660758796929017,0.7895379520139592,0.7902383417372585,0.15755065093741813,False
D,1.0,10,12,0.1,0.022101268429413068,0.00037660758796929017,0.43299479634867644,0.4339472005679779,0.0006080905296722737,False
D,1.0,10,12,0.2,0.022101268429413068,0.00037660758796929017,0.2534152442085623,0.25414453310802776,4.961250985017326e-07,False
D,1.0,12,14,0.05,0.0046403349091237445,8.554170144832408e-05,0.4749219328988135,0.47613584406835063,0.03765962898943812,False
D,1.0,12,14,0.025,0.0046403349091237445,8.554170144832408e-05,0.5931407783706439,0.5945293985286886,0.2064738391283567,False
D,1.0,12,14,0.1,0.0046403349091237445,8.554170144832408e-05,0.35213764588902285,0.3530792816199625,0.001412359856921135,False
D,1.0,12,14,0.2,0.0046403349091237445,8.554170144832408e-05,0.2226587845554167,0.22327476982289746,2.3609423757451995e-06,False
D,1.0,14,16,0.05,0.0006842821376427111,1.375630165502276e-05,0.4162660555963494,0.41743982516370864,0.002486325196618799,False
D,1.0,14,16,0.025,0.0006842821376427111,1.375630165502276e-05,0.5195661397995115,0.5210278350187042,0.05002917373260939,False
D,1.0,14,16,0.1,0.0006842821376427111,1.375630165502276e-05,0.3055249132308867,0.3063750027315485,7.346084430514377e-06,False
D,1.0,14,16,0.2,0.0006842821376427111,1.375630165502276e-05,0.18844266399542764,0.18894963688927552,9.160161291879041e-11,False
D,1.0,16,18,0.05,7.367440017791438e-05,1.5884565339263981e-06,0.377824755710918,0.37890737869288793,0.0039288492585755515,False
D,1.0,16,18,0.025,7.367440017791438e-05,1.5884565339263981e-06,0.4744722698476636,0.47584630401723343,0.06506408143333046,False
D,1.0,16,18,0.1,7.367440017791438e-05,1.5884565339263981e-06,0.2687647879064824,0.26951704483084915,1.6913564265623422e-05,False
D,1.0,16,18,0.2,7.367440017791438e-05,1.5884565339263981e-06,0.15715368075255842,0.15757326763875035,4.545886343275006e-10,False
D,1.0,18,20,0.05,6.07242765937599e-06,1.3825462424421966e-07,0.3122433518189937,0.31313981636243304,0.0001808635415819891,False
D,1.0,18,20,0.025,6.07242765937599e-06,1.3825462424421966e-07,0.3971616800912714,0.39831585667221986,0.01308687013412958,False
D,1.0,18,20,0.1,6.07242765937599e-06,1.3825462424421966e-07,0.2230459041332465,0.22367064460295139,4.542958332016858e-08,False
D,1.0,18,20,0.2,6.07242765937599e-06,1.3825462424421966e-07,0.12903292917959855,0.12937701789256387,7.829474020136074e-15,False
